Pocket Set	Domain	PDB	Chain	DOI hyperlink
PDB-PD	Q05086_PF00632_576_875	1C4Z	C	http://doi.org/10.2210/pdb1C4Z/pdb
PDB-PD	Q05086_PF16558_29_83	2KR1	A	http://doi.org/10.2210/pdb2KR1/pdb
PDB-PD	Q05193_PF00169_520_624	1DYN	A	http://doi.org/10.2210/pdb1DYN/pdb
PDB-PD	Q05193_PF00350_34_207	5D3Q	A	http://doi.org/10.2210/pdb5D3Q/pdb
PDB-PD	Q05195_PF00010_57_109	1NLW	A	http://doi.org/10.2210/pdb1NLW/pdb
PDB-PD	Q05209_PF00102_58_292	5HDE	A	http://doi.org/10.2210/pdb5HDE/pdb
PDB-PD	Q05315_PF00337_5_137	6GKS	A	http://doi.org/10.2210/pdb6GKS/pdb
PDB-PD	Q05329_PF00282_138_509	2OKK	A	http://doi.org/10.2210/pdb2OKK/pdb
PDB-PD	Q05397_PF00373_133_258	4NY0	A	http://doi.org/10.2210/pdb4NY0/pdb
PDB-PD	Q05397_PF03623_914_1046	1K04	A	http://doi.org/10.2210/pdb1K04/pdb
PDB-PD	Q05397_PF07714_422_676	6YQ1	C	http://doi.org/10.2210/pdb6YQ1/pdb
PDB-PD	Q05397_PF18038_35_130	4NY0	A	http://doi.org/10.2210/pdb4NY0/pdb
PDB-PD	Q05516_PF00651_24_126	1BUO	A	http://doi.org/10.2210/pdb1BUO/pdb
PDB-PD	Q05586_PF10613_442_546	5H8F	B	http://doi.org/10.2210/pdb5H8F/pdb
PDB-PD	Q05655_PF00130_159_211	2YUU	A	http://doi.org/10.2210/pdb2YUU/pdb
PDB-PD	Q05823_PF00069_368_524	4OAV	D	http://doi.org/10.2210/pdb4OAV/pdb
PDB-PD	Q05923_PF00782_180_310	1M3G	A	http://doi.org/10.2210/pdb1M3G/pdb
PDB-PD	Q05BQ5_PF02820_176_249	4C5I	A	http://doi.org/10.2210/pdb4C5I/pdb
PDB-PD	Q05BQ5_PF02820_289_355	3FEO	A	http://doi.org/10.2210/pdb3FEO/pdb
PDB-PD	Q05BQ5_PF02820_388_460	3FEO	A	http://doi.org/10.2210/pdb3FEO/pdb
PDB-PD	Q05BQ5_PF02820_496_564	3FEO	A	http://doi.org/10.2210/pdb3FEO/pdb
PDB-PD	Q06124_PF00017_112_197	7RCT	B	http://doi.org/10.2210/pdb7RCT/pdb
PDB-PD	Q06124_PF00017_6_81	5EHR	A	http://doi.org/10.2210/pdb5EHR/pdb
PDB-PD	Q06124_PF00102_273_520	3ZM3	A	http://doi.org/10.2210/pdb3ZM3/pdb
PDB-PD	Q06141_PF00059_57_173	4MTH	A	http://doi.org/10.2210/pdb4MTH/pdb
PDB-PD	Q06187_PF00017_281_362	6HTF	A	http://doi.org/10.2210/pdb6HTF/pdb
PDB-PD	Q06187_PF00018_220_266	1QLY	A	http://doi.org/10.2210/pdb1QLY/pdb
PDB-PD	Q06187_PF00169_4_133	6TT2	A	http://doi.org/10.2210/pdb6TT2/pdb
PDB-PD	Q06187_PF07714_402_651	5P9J	A	http://doi.org/10.2210/pdb5P9J/pdb
PDB-PD	Q06190_PF13499_900_1002	4I5J	A	http://doi.org/10.2210/pdb4I5J/pdb
PDB-PD	Q06190_PF17958_796_885	4I5J	A	http://doi.org/10.2210/pdb4I5J/pdb
PDB-PD	Q06210_PF01380_380_509	2ZJ3	A	http://doi.org/10.2210/pdb2ZJ3/pdb
PDB-PD	Q06210_PF01380_551_682	2ZJ3	A	http://doi.org/10.2210/pdb2ZJ3/pdb
PDB-PD	Q06210_PF13522_70_203	7NDL	A	http://doi.org/10.2210/pdb7NDL/pdb
PDB-PD	Q06265_PF01138_31_163	2NN6	A	http://doi.org/10.2210/pdb2NN6/pdb
PDB-PD	Q06265_PF03725_189_255	2NN6	A	http://doi.org/10.2210/pdb2NN6/pdb
PDB-PD	Q06278_PF00111_9_79	7OPN	B	http://doi.org/10.2210/pdb7OPN/pdb
PDB-PD	Q06278_PF01315_594_701	7OPN	A	http://doi.org/10.2210/pdb7OPN/pdb
PDB-PD	Q06278_PF01799_88_162	7OPN	B	http://doi.org/10.2210/pdb7OPN/pdb
PDB-PD	Q06278_PF03450_426_530	7OPN	B	http://doi.org/10.2210/pdb7OPN/pdb
PDB-PD	Q06330_PF09270_206_328	2F8X	C	http://doi.org/10.2210/pdb2F8X/pdb
PDB-PD	Q06330_PF09271_48_178	2F8X	C	http://doi.org/10.2210/pdb2F8X/pdb
PDB-PD	Q06330_PF20144_354_444	2F8X	C	http://doi.org/10.2210/pdb2F8X/pdb
PDB-PD	Q06418_PF07679_44_135	1RHF	A	http://doi.org/10.2210/pdb1RHF/pdb
PDB-PD	Q06455_PF01753_515_551	2ODD	A	http://doi.org/10.2210/pdb2ODD/pdb
PDB-PD	Q06455_PF08788_337_403	1WQ6	A	http://doi.org/10.2210/pdb1WQ6/pdb
PDB-PD	Q06481_PF12925_365_547	5TPT	A	http://doi.org/10.2210/pdb5TPT/pdb
PDB-PD	Q06520_PF00685_34_278	1J99	A	http://doi.org/10.2210/pdb1J99/pdb
PDB-PD	Q06609_PF08423_84_337	7C9A	C	http://doi.org/10.2210/pdb7C9A/pdb
PDB-PD	Q06609_PF14520_31_80	7C9A	C	http://doi.org/10.2210/pdb7C9A/pdb
PDB-PD	Q06643_PF00229_102_243	4MXW	Z	http://doi.org/10.2210/pdb4MXW/pdb
PDB-PD	Q06710_PF00292_9_133	2K27	A	http://doi.org/10.2210/pdb2K27/pdb
PDB-PD	Q06787_PF00013_220_280	2QND	A	http://doi.org/10.2210/pdb2QND/pdb
PDB-PD	Q06787_PF00013_283_333	2QND	A	http://doi.org/10.2210/pdb2QND/pdb
PDB-PD	Q06787_PF05641_62_117	4QW2	A	http://doi.org/10.2210/pdb4QW2/pdb
PDB-PD	Q06787_PF17904_123_207	4QVZ	B	http://doi.org/10.2210/pdb4QVZ/pdb
PDB-PD	Q06787_PF18336_4_52	4QW2	A	http://doi.org/10.2210/pdb4QW2/pdb
PDB-PD	Q06830_PF00578_8_142	3HY2	B	http://doi.org/10.2210/pdb3HY2/pdb
PDB-PD	Q07011_PF00020_48_86	6A3W	L	http://doi.org/10.2210/pdb6A3W/pdb
PDB-PD	Q07021_PF02330_86_279	1P32	C	http://doi.org/10.2210/pdb1P32/pdb
PDB-PD	Q07075_PF01433_321_538	4KX7	A	http://doi.org/10.2210/pdb4KX7/pdb
PDB-PD	Q07075_PF11838_616_934	4KX7	A	http://doi.org/10.2210/pdb4KX7/pdb
PDB-PD	Q07075_PF17900_98_286	4KX7	A	http://doi.org/10.2210/pdb4KX7/pdb
PDB-PD	Q07108_PF00059_102_196	3HUP	A	http://doi.org/10.2210/pdb3HUP/pdb
PDB-PD	Q07157_PF00595_186_261	2RCZ	A	http://doi.org/10.2210/pdb2RCZ/pdb
PDB-PD	Q07157_PF00595_23_107	2H2B	A	http://doi.org/10.2210/pdb2H2B/pdb
PDB-PD	Q07157_PF00595_422_501	4Q2Q	A	http://doi.org/10.2210/pdb4Q2Q/pdb
PDB-PD	Q07157_PF00625_681_793	3TSZ	A	http://doi.org/10.2210/pdb3TSZ/pdb
PDB-PD	Q07157_PF07653_520_582	3TSZ	A	http://doi.org/10.2210/pdb3TSZ/pdb
PDB-PD	Q07343_PF00233_405_645	4KP6	A	http://doi.org/10.2210/pdb4KP6/pdb
PDB-PD	Q07654_PF00088_46_86	1PE3	2	http://doi.org/10.2210/pdb1PE3/pdb
PDB-PD	Q07699_PF07686_23_147	6AGF	B	http://doi.org/10.2210/pdb6AGF/pdb
PDB-PD	Q07837_PF00128_140_492	6LI9	A	http://doi.org/10.2210/pdb6LI9/pdb
PDB-PD	Q07869_PF00104_263_449	6KAX	A	http://doi.org/10.2210/pdb6KAX/pdb
PDB-PD	Q07889_PF00169_428_546	1DBH	A	http://doi.org/10.2210/pdb1DBH/pdb
PDB-PD	Q07889_PF00618_600_717	6V9M	B	http://doi.org/10.2210/pdb6V9M/pdb
PDB-PD	Q07889_PF00621_210_388	1DBH	A	http://doi.org/10.2210/pdb1DBH/pdb
PDB-PD	Q07890_PF00618_598_715	6EIE	A	http://doi.org/10.2210/pdb6EIE/pdb
PDB-PD	Q07912_PF07714_126_385	4HZR	A	http://doi.org/10.2210/pdb4HZR/pdb
PDB-PD	Q07912_PF14604_395_444	4HZS	A	http://doi.org/10.2210/pdb4HZS/pdb
PDB-PD	Q07955_PF00076_123_186	4C0O	C	http://doi.org/10.2210/pdb4C0O/pdb
PDB-PD	Q07955_PF00076_18_85	1X4A	A	http://doi.org/10.2210/pdb1X4A/pdb
PDB-PD	Q07960_PF00620_260_405	1TX4	A	http://doi.org/10.2210/pdb1TX4/pdb
PDB-PD	Q08043_PF00307_158_265	1WKU	A	http://doi.org/10.2210/pdb1WKU/pdb
PDB-PD	Q08043_PF00307_45_150	1WKU	A	http://doi.org/10.2210/pdb1WKU/pdb
PDB-PD	Q08050_PF00250_235_319	3G73	A	http://doi.org/10.2210/pdb3G73/pdb
PDB-PD	Q08116_PF00615_85_199	2BV1	A	http://doi.org/10.2210/pdb2BV1/pdb
PDB-PD	Q08174_PF00028_173_271	6BX7	A	http://doi.org/10.2210/pdb6BX7/pdb
PDB-PD	Q08174_PF00028_285_378	6BX7	A	http://doi.org/10.2210/pdb6BX7/pdb
PDB-PD	Q08174_PF00028_401_497	6BX7	A	http://doi.org/10.2210/pdb6BX7/pdb
PDB-PD	Q08174_PF08266_59_142	6VFP	A	http://doi.org/10.2210/pdb6VFP/pdb
PDB-PD	Q08188_PF00868_7_118	1L9M	A	http://doi.org/10.2210/pdb1L9M/pdb
PDB-PD	Q08188_PF00927_483_588	1L9M	A	http://doi.org/10.2210/pdb1L9M/pdb
PDB-PD	Q08188_PF00927_595_693	1L9M	A	http://doi.org/10.2210/pdb1L9M/pdb
PDB-PD	Q08209_PF00149_83_285	4F0Z	A	http://doi.org/10.2210/pdb4F0Z/pdb
PDB-PD	Q08211_PF00035_181_250	3VYX	A	http://doi.org/10.2210/pdb3VYX/pdb
PDB-PD	Q08211_PF00035_4_69	3VYY	A	http://doi.org/10.2210/pdb3VYY/pdb
PDB-PD	Q08211_PF00270_391_551	3LLM	A	http://doi.org/10.2210/pdb3LLM/pdb
PDB-PD	Q08257_PF08240_35_124	1YB5	A	http://doi.org/10.2210/pdb1YB5/pdb
PDB-PD	Q08257_PF13602_192_327	1YB5	A	http://doi.org/10.2210/pdb1YB5/pdb
PDB-PD	Q08334_PF09294_111_213	3LQM	A	http://doi.org/10.2210/pdb3LQM/pdb
PDB-PD	Q08345_PF00754_46_182	4AG4	A	http://doi.org/10.2210/pdb4AG4/pdb
PDB-PD	Q08345_PF07714_610_905	7BE6	A	http://doi.org/10.2210/pdb7BE6/pdb
PDB-PD	Q08380_PF00530_27_124	1BY2	A	http://doi.org/10.2210/pdb1BY2/pdb
PDB-PD	Q08493_PF00233_387_627	2QYM	A	http://doi.org/10.2210/pdb2QYM/pdb
PDB-PD	Q08495_PF02209_370_405	1QZP	A	http://doi.org/10.2210/pdb1QZP/pdb
PDB-PD	Q08499_PF00233_461_701	1Y2K	A	http://doi.org/10.2210/pdb1Y2K/pdb
PDB-PD	Q08554_PF00028_139_233	5IRY	A	http://doi.org/10.2210/pdb5IRY/pdb
PDB-PD	Q08554_PF00028_247_345	5IRY	A	http://doi.org/10.2210/pdb5IRY/pdb
PDB-PD	Q08554_PF00028_359_463	5IRY	A	http://doi.org/10.2210/pdb5IRY/pdb
PDB-PD	Q08554_PF00028_476_568	5IRY	A	http://doi.org/10.2210/pdb5IRY/pdb
PDB-PD	Q08722_PF08204_8_142	2JJS	C	http://doi.org/10.2210/pdb2JJS/pdb
PDB-PD	Q08881_PF00018_177_223	2LMJ	A	http://doi.org/10.2210/pdb2LMJ/pdb
PDB-PD	Q08881_PF07714_363_612	4HCU	A	http://doi.org/10.2210/pdb4HCU/pdb
PDB-PD	Q08945_PF00505_547_615	6L34	A	http://doi.org/10.2210/pdb6L34/pdb
PDB-PD	Q08945_PF03531_106_170	6UPK	H	http://doi.org/10.2210/pdb6UPK/pdb
PDB-PD	Q08945_PF08512_339_427	5UMS	A	http://doi.org/10.2210/pdb5UMS/pdb
PDB-PD	Q08945_PF17292_5_99	5UMR	A	http://doi.org/10.2210/pdb5UMR/pdb
PDB-PD	Q08AE8_PF16474_40_236	2YLE	A	http://doi.org/10.2210/pdb2YLE/pdb
PDB-PD	Q08AF3_PF04326_191_321	7Q3Z	A	http://doi.org/10.2210/pdb7Q3Z/pdb
PDB-PD	Q08AH3_PF13193_477_557	3C5E	A	http://doi.org/10.2210/pdb3C5E/pdb
PDB-PD	Q09013_PF00069_71_339	2VD5	A	http://doi.org/10.2210/pdb2VD5/pdb
PDB-PD	Q09428_PF00005_1361_1509	7S5V	E	http://doi.org/10.2210/pdb7S5V/pdb
PDB-PD	Q09428_PF00005_696_857	7S5V	E	http://doi.org/10.2210/pdb7S5V/pdb
PDB-PD	Q09472_PF00439_1058_1144	5BT3	A	http://doi.org/10.2210/pdb5BT3/pdb
PDB-PD	Q09472_PF06001_1156_1195	5LKX	A	http://doi.org/10.2210/pdb5LKX/pdb
PDB-PD	Q0Z7S8_PF00061_6_132	4A60	A	http://doi.org/10.2210/pdb4A60/pdb
PDB-PD	Q10471_PF00652_446_563	5AJO	A	http://doi.org/10.2210/pdb5AJO/pdb
PDB-PD	Q10570_PF10433_92_685	6F9N	A	http://doi.org/10.2210/pdb6F9N/pdb
PDB-PD	Q10588_PF02267_40_280	1ISI	A	http://doi.org/10.2210/pdb1ISI/pdb
PDB-PD	Q10589_PF16716_49_136	3NWH	A	http://doi.org/10.2210/pdb3NWH/pdb
PDB-PD	Q12778_PF00250_160_248	3CO6	C	http://doi.org/10.2210/pdb3CO6/pdb
PDB-PD	Q12792_PF00241_184_311	7CCC	B	http://doi.org/10.2210/pdb7CCC/pdb
PDB-PD	Q12792_PF00241_9_136	7CCC	B	http://doi.org/10.2210/pdb7CCC/pdb
PDB-PD	Q12794_PF01630_25_355	2PE4	A	http://doi.org/10.2210/pdb2PE4/pdb
PDB-PD	Q12797_PF05118_591_745	6YYX	A	http://doi.org/10.2210/pdb6YYX/pdb
PDB-PD	Q12802_PF00169_2216_2333	6BCA	A	http://doi.org/10.2210/pdb6BCA/pdb
PDB-PD	Q12802_PF00621_1998_2189	4D0N	B	http://doi.org/10.2210/pdb4D0N/pdb
PDB-PD	Q12809_PF00027_760_845	5VA1	A	http://doi.org/10.2210/pdb5VA1/pdb
PDB-PD	Q12809_PF13426_29_132	4HQA	A	http://doi.org/10.2210/pdb4HQA/pdb
PDB-PD	Q12830_PF00439_2936_3019	5R4O	A	http://doi.org/10.2210/pdb5R4O/pdb
PDB-PD	Q12830_PF00628_2869_2918	2RI7	A	http://doi.org/10.2210/pdb2RI7/pdb
PDB-PD	Q12852_PF07714_126_364	5CEN	A	http://doi.org/10.2210/pdb5CEN/pdb
PDB-PD	Q12860_PF00041_810_893	2EE2	A	http://doi.org/10.2210/pdb2EE2/pdb
PDB-PD	Q12860_PF07679_242_327	3S97	C	http://doi.org/10.2210/pdb3S97/pdb
PDB-PD	Q12864_PF00028_131_235	7EV1	A	http://doi.org/10.2210/pdb7EV1/pdb
PDB-PD	Q12864_PF00028_243_331	7CYM	A	http://doi.org/10.2210/pdb7CYM/pdb
PDB-PD	Q12864_PF00028_345_440	7CYM	A	http://doi.org/10.2210/pdb7CYM/pdb
PDB-PD	Q12866_PF07714_587_854	7AAZ	A	http://doi.org/10.2210/pdb7AAZ/pdb
PDB-PD	Q12874_PF13297_224_303	6AH0	w	http://doi.org/10.2210/pdb6AH0/pdb
PDB-PD	Q12879_PF10613_404_541	5H8F	A	http://doi.org/10.2210/pdb5H8F/pdb
PDB-PD	Q12884_PF00326_553_759	6Y0F	B	http://doi.org/10.2210/pdb6Y0F/pdb
PDB-PD	Q12888_PF09038_1483_1604	2G3R	A	http://doi.org/10.2210/pdb2G3R/pdb
PDB-PD	Q12888_PF18428_1867_1970	1KZY	C	http://doi.org/10.2210/pdb1KZY/pdb
PDB-PD	Q12904_PF01588_157_250	1FL0	A	http://doi.org/10.2210/pdb1FL0/pdb
PDB-PD	Q12906_PF00035_526_588	3P1X	A	http://doi.org/10.2210/pdb3P1X/pdb
PDB-PD	Q12913_PF00041_368_445	2DLE	A	http://doi.org/10.2210/pdb2DLE/pdb
PDB-PD	Q12913_PF00102_1065_1297	2NZ6	A	http://doi.org/10.2210/pdb2NZ6/pdb
PDB-PD	Q12918_PF00059_111_212	5MGR	A	http://doi.org/10.2210/pdb5MGR/pdb
PDB-PD	Q12923_PF00102_2237_2466	1WCH	A	http://doi.org/10.2210/pdb1WCH/pdb
PDB-PD	Q12923_PF00595_1093_1176	5GLJ	A	http://doi.org/10.2210/pdb5GLJ/pdb
PDB-PD	Q12923_PF00595_1368_1450	3LNY	A	http://doi.org/10.2210/pdb3LNY/pdb
PDB-PD	Q12931_PF02518_108_260	7C7B	A	http://doi.org/10.2210/pdb7C7B/pdb
PDB-PD	Q12933_PF00097_34_72	3KNV	A	http://doi.org/10.2210/pdb3KNV/pdb
PDB-PD	Q12955_PF00531_4091_4174	4O6X	A	http://doi.org/10.2210/pdb4O6X/pdb
PDB-PD	Q12959_PF00595_224_308	3RL7	A	http://doi.org/10.2210/pdb3RL7/pdb
PDB-PD	Q12959_PF00595_319_403	2X7Z	A	http://doi.org/10.2210/pdb2X7Z/pdb
PDB-PD	Q12959_PF00595_466_544	1PDR	A	http://doi.org/10.2210/pdb1PDR/pdb
PDB-PD	Q12959_PF00625_713_891	3W9Y	A	http://doi.org/10.2210/pdb3W9Y/pdb
PDB-PD	Q12967_PF00788_798_885	3KH0	A	http://doi.org/10.2210/pdb3KH0/pdb
PDB-PD	Q12974_PF00102_10_149	6WUR	A	http://doi.org/10.2210/pdb6WUR/pdb
PDB-PD	Q12988_PF00011_64_150	6F2R	V	http://doi.org/10.2210/pdb6F2R/pdb
PDB-PD	Q13002_PF10613_431_546	3QXM	A	http://doi.org/10.2210/pdb3QXM/pdb
PDB-PD	Q13009_PF00169_440_547	4K2P	A	http://doi.org/10.2210/pdb4K2P/pdb
PDB-PD	Q13009_PF00595_845_925	4GVC	A	http://doi.org/10.2210/pdb4GVC/pdb
PDB-PD	Q13009_PF18385_572_669	4K2O	A	http://doi.org/10.2210/pdb4K2O/pdb
PDB-PD	Q13011_PF00378_62_322	2VRE	A	http://doi.org/10.2210/pdb2VRE/pdb
PDB-PD	Q13017_PF00620_1275_1422	2EE4	A	http://doi.org/10.2210/pdb2EE4/pdb
PDB-PD	Q13018_PF00059_1131_1234	6JLI	A	http://doi.org/10.2210/pdb6JLI/pdb
PDB-PD	Q13043_PF00069_30_281	3COM	A	http://doi.org/10.2210/pdb3COM/pdb
PDB-PD	Q13049_PF13639_18_65	5FEY	B	http://doi.org/10.2210/pdb5FEY/pdb
PDB-PD	Q13075_PF00653_162_228	2VM5	A	http://doi.org/10.2210/pdb2VM5/pdb
PDB-PD	Q13085_PF00289_117_237	2YL2	A	http://doi.org/10.2210/pdb2YL2/pdb
PDB-PD	Q13085_PF00364_752_818	6G2D	C	http://doi.org/10.2210/pdb6G2D/pdb
PDB-PD	Q13085_PF02786_272_473	2YL2	A	http://doi.org/10.2210/pdb2YL2/pdb
PDB-PD	Q13093_PF03403_48_416	3D59	A	http://doi.org/10.2210/pdb3D59/pdb
PDB-PD	Q13094_PF07647_12_76	2EAP	A	http://doi.org/10.2210/pdb2EAP/pdb
PDB-PD	Q13098_PF01399_324_428	4D10	A	http://doi.org/10.2210/pdb4D10/pdb
PDB-PD	Q13105_PF00096_446_468	2M0E	A	http://doi.org/10.2210/pdb2M0E/pdb
PDB-PD	Q13105_PF00096_558_580	7MC1	A	http://doi.org/10.2210/pdb7MC1/pdb
PDB-PD	Q13105_PF00096_614_637	7MC3	A	http://doi.org/10.2210/pdb7MC3/pdb
PDB-PD	Q13105_PF00651_14_113	7AZW	B	http://doi.org/10.2210/pdb7AZW/pdb
PDB-PD	Q13107_PF06337_31_123	5CTR	C	http://doi.org/10.2210/pdb5CTR/pdb
PDB-PD	Q13107_PF14836_139_226	5CTR	C	http://doi.org/10.2210/pdb5CTR/pdb
PDB-PD	Q13115_PF00782_203_333	3EZZ	F	http://doi.org/10.2210/pdb3EZZ/pdb
PDB-PD	Q13118_PF00096_399_423	2EPA	A	http://doi.org/10.2210/pdb2EPA/pdb
PDB-PD	Q13126_PF01048_11_256	5TC6	A	http://doi.org/10.2210/pdb5TC6/pdb
PDB-PD	Q13131_PF00069_27_279	6C9H	A	http://doi.org/10.2210/pdb6C9H/pdb
PDB-PD	Q13133_PF00104_244_431	5HJS	A	http://doi.org/10.2210/pdb5HJS/pdb
PDB-PD	Q13137_PF17751_23_125	5Z7L	A	http://doi.org/10.2210/pdb5Z7L/pdb
PDB-PD	Q13148_PF00076_106_172	4Y0F	A	http://doi.org/10.2210/pdb4Y0F/pdb
PDB-PD	Q13148_PF00076_193_243	1WF0	A	http://doi.org/10.2210/pdb1WF0/pdb
PDB-PD	Q13148_PF18694_4_77	5MDI	A	http://doi.org/10.2210/pdb5MDI/pdb
PDB-PD	Q13153_PF00069_270_521	3FXZ	A	http://doi.org/10.2210/pdb3FXZ/pdb
PDB-PD	Q13153_PF00786_74_132	1F3M	A	http://doi.org/10.2210/pdb1F3M/pdb
PDB-PD	Q13155_PF14497_245_317	5A1N	B	http://doi.org/10.2210/pdb5A1N/pdb
PDB-PD	Q13155_PF18569_117_208	5A5H	B	http://doi.org/10.2210/pdb5A5H/pdb
PDB-PD	Q13158_PF00531_98_181	6ACI	H	http://doi.org/10.2210/pdb6ACI/pdb
PDB-PD	Q13158_PF01335_4_85	2GF5	A	http://doi.org/10.2210/pdb2GF5/pdb
PDB-PD	Q13162_PF00578_81_214	2PN8	B	http://doi.org/10.2210/pdb2PN8/pdb
PDB-PD	Q13162_PF10417_234_263	2PN8	B	http://doi.org/10.2210/pdb2PN8/pdb
PDB-PD	Q13164_PF00069_55_347	5BYZ	A	http://doi.org/10.2210/pdb5BYZ/pdb
PDB-PD	Q13185_PF00385_30_79	3TZD	A	http://doi.org/10.2210/pdb3TZD/pdb
PDB-PD	Q13185_PF01393_123_174	5T1I	A	http://doi.org/10.2210/pdb5T1I/pdb
PDB-PD	Q13188_PF00069_27_278	4LG4	C	http://doi.org/10.2210/pdb4LG4/pdb
PDB-PD	Q13191_PF02262_41_167	3ZNI	A	http://doi.org/10.2210/pdb3ZNI/pdb
PDB-PD	Q13191_PF02761_171_254	3ZNI	A	http://doi.org/10.2210/pdb3ZNI/pdb
PDB-PD	Q13191_PF02762_256_341	3ZNI	A	http://doi.org/10.2210/pdb3ZNI/pdb
PDB-PD	Q13200_PF17781_56_354	5L4K	Z	http://doi.org/10.2210/pdb5L4K/pdb
PDB-PD	Q13200_PF18051_853_906	5L4K	Z	http://doi.org/10.2210/pdb5L4K/pdb
PDB-PD	Q13202_PF00782_168_299	4JMK	A	http://doi.org/10.2210/pdb4JMK/pdb
PDB-PD	Q13206_PF00270_93_263	2PL3	A	http://doi.org/10.2210/pdb2PL3/pdb
PDB-PD	Q13217_PF00226_394_459	2Y4T	C	http://doi.org/10.2210/pdb2Y4T/pdb
PDB-PD	Q13224_PF10613_404_542	7EU8	B	http://doi.org/10.2210/pdb7EU8/pdb
PDB-PD	Q13231_PF00704_23_363	4WKA	A	http://doi.org/10.2210/pdb4WKA/pdb
PDB-PD	Q13231_PF01607_420_466	5HBF	A	http://doi.org/10.2210/pdb5HBF/pdb
PDB-PD	Q13232_PF00334_22_156	1ZS6	D	http://doi.org/10.2210/pdb1ZS6/pdb
PDB-PD	Q13237_PF00027_186_269	5C8W	F	http://doi.org/10.2210/pdb5C8W/pdb
PDB-PD	Q13237_PF00027_304_393	5JIX	A	http://doi.org/10.2210/pdb5JIX/pdb
PDB-PD	Q13239_PF00018_29_74	2CUD	A	http://doi.org/10.2210/pdb2CUD/pdb
PDB-PD	Q13241_PF00059_78_176	3BDW	A	http://doi.org/10.2210/pdb3BDW/pdb
PDB-PD	Q13255_PF00003_586_834	7DGE	A	http://doi.org/10.2210/pdb7DGE/pdb
PDB-PD	Q13257_PF02301_16_196	2VFX	K	http://doi.org/10.2210/pdb2VFX/pdb
PDB-PD	Q13263_PF00628_627_672	1FP0	A	http://doi.org/10.2210/pdb1FP0/pdb
PDB-PD	Q13263_PF00643_204_245	2YVR	A	http://doi.org/10.2210/pdb2YVR/pdb
PDB-PD	Q13263_PF14634_64_122	6I9H	A	http://doi.org/10.2210/pdb6I9H/pdb
PDB-PD	Q13283_PF02136_11_133	5FW5	A	http://doi.org/10.2210/pdb5FW5/pdb
PDB-PD	Q13285_PF00104_250_442	1ZDT	A	http://doi.org/10.2210/pdb1ZDT/pdb
PDB-PD	Q13303_PF00248_51_355	1ZSX	A	http://doi.org/10.2210/pdb1ZSX/pdb
PDB-PD	Q13308_PF07714_796_1061	6VG3	C	http://doi.org/10.2210/pdb6VG3/pdb
PDB-PD	Q13309_PF12937_97_143	2AST	B	http://doi.org/10.2210/pdb2AST/pdb
PDB-PD	Q13315_PF11640_8_165	7NI5	A	http://doi.org/10.2210/pdb7NI5/pdb
PDB-PD	Q13322_PF00017_493_574	1NRV	A	http://doi.org/10.2210/pdb1NRV/pdb
PDB-PD	Q13322_PF00169_291_399	3HK0	A	http://doi.org/10.2210/pdb3HK0/pdb
PDB-PD	Q13322_PF00788_166_250	3HK0	A	http://doi.org/10.2210/pdb3HK0/pdb
PDB-PD	Q13330_PF00249_285_331	4BKX	A	http://doi.org/10.2210/pdb4BKX/pdb
PDB-PD	Q13330_PF17226_464_541	6G16	B	http://doi.org/10.2210/pdb6G16/pdb
PDB-PD	Q13332_PF00041_333_414	4PBX	A	http://doi.org/10.2210/pdb4PBX/pdb
PDB-PD	Q13332_PF00041_428_513	4PBX	A	http://doi.org/10.2210/pdb4PBX/pdb
PDB-PD	Q13332_PF00041_526_606	4PBX	A	http://doi.org/10.2210/pdb4PBX/pdb
PDB-PD	Q13332_PF00102_1416_1647	2FH7	A	http://doi.org/10.2210/pdb2FH7/pdb
PDB-PD	Q13332_PF00102_1705_1938	2FH7	A	http://doi.org/10.2210/pdb2FH7/pdb
PDB-PD	Q13332_PF07679_245_328	2YD9	A	http://doi.org/10.2210/pdb2YD9/pdb
PDB-PD	Q13332_PF07679_33_124	2YD3	A	http://doi.org/10.2210/pdb2YD3/pdb
PDB-PD	Q13332_PF13927_135_220	2YD3	A	http://doi.org/10.2210/pdb2YD3/pdb
PDB-PD	Q13342_PF00439_767_840	6G8R	B	http://doi.org/10.2210/pdb6G8R/pdb
PDB-PD	Q13356_PF00160_281_433	1ZKC	A	http://doi.org/10.2210/pdb1ZKC/pdb
PDB-PD	Q13363_PF00389_30_352	1MX3	A	http://doi.org/10.2210/pdb1MX3/pdb
PDB-PD	Q13363_PF02826_133_317	1MX3	A	http://doi.org/10.2210/pdb1MX3/pdb
PDB-PD	Q13370_PF00233_736_1007	1SO2	C	http://doi.org/10.2210/pdb1SO2/pdb
PDB-PD	Q13393_PF13091_766_942	6U8Z	A	http://doi.org/10.2210/pdb6U8Z/pdb
PDB-PD	Q13402_PF00373_2009_2115	5MV9	A	http://doi.org/10.2210/pdb5MV9/pdb
PDB-PD	Q13404_PF00179_16_144	2A4D	A	http://doi.org/10.2210/pdb2A4D/pdb
PDB-PD	Q13405_PF05046_82_166	7OF0	g	http://doi.org/10.2210/pdb7OF0/pdb
PDB-PD	Q13415_PF00004_530_675	7JPO	A	http://doi.org/10.2210/pdb7JPO/pdb
PDB-PD	Q13415_PF09079_778_857	7JPO	A	http://doi.org/10.2210/pdb7JPO/pdb
